news,fakeness
RT @rachitseth: Where @OfficeOfRG talks about how the Industry and Small Traders of Surat are suffering under the Anti-People policies of t?,1
RT @OfficeOfRG: We will miss Priya Ranjan Dasmunsi ji. A brilliant political mind and a good human being. Bengal and the Congress party hav?,1
"I have endearing memories of the iconic leader, #IndiraGandhi. She will be the guiding star for India for ever #Indira100",1
A very #HappyDiwali to every one,1
@binoy_chacko @ArvindKejriwal @narendramodi It is painful to see the ongoing undoing of our efforts,1
@nakalcheebandar Thank you Gaurav,1
@Biorahul Thank you Rahul,1
"@Aagan86 Niyogi ji, from 1998 to 2004 it was Atalji's Govt and I did not find excuses to deliver on the promises made to the people of Delhi",1
@DeepakAgarwala Thank you Deepak,1
@patent61 Thank you Vakul,1
@PoojaShali There were no battles Pooja. Differences of opinion are healthy and can be overcome with an open mind,1
"@aman2701 I was CM even when Atalji was Prime Minister. If you only wish to pick up battles of ego, you cannot even? https://t.co/jwMRvFPCol",1
@minakshibhanja1 @Pawankhera Thank you Meenakshi. All that became possible only because of the love of people like? https://t.co/u1Ej18IebX,1
"Kejriwalji, Delhi has some of the most efficient bureaucrats. They helped me tirelessly in achieving my goal of tra? https://t.co/USRDJ7adSF",1
Many happy returns of the day to Dr Manmohan Singh. You served the nation with great dignity. May you continue to do so for many many years,1
"Wish you a very happy birthday @ahmedpatel and a long, healthy and successful life ahead",1
A #HappyIndependanceDay to everyone,1
Congratulations to the brave @ahmedpatel for this well deserved victory. It is this indomitable spirit that @INCIndia is known for,1
"I wonder if @TwitterIndia, @verified have some mechanism of dealing with fake handles like @SheilaDikhsit",1
Thank you Pranab Da. Discussions with you are always thought provoking. https://t.co/g2l8nHSKHi,1
Attack on @OfficeOfRG in Gujarat is unacceptable. Politics has no role for such violence,1
My condolences Sushmita. God bless you https://t.co/4KBPzU8bGx,1
I thank you all for your calls of concern. Nothing to worry. It was a small fire in the electricity meter. It is under control now,1
Many happy returns of the day @OfficeOfRG,1
"RT @TimesNow: #PMInVaranasi | @meghasprasad gives a mood check from Lanka Gate, Varanasi, ahead of PM @narendramodi's mega roadshow. Megha?",1
RT @narendramodi: Happy to be in Darbhanga. Watch my address at a massive NDA rally. https://t.co/RZaTgrVThL,1
"RT @anirbanganguly: On the campaign trail yesterday in #WestBengal with Smt @nsitharaman ji: 
-Surging crowds
-Chants of Bharat Mata Ki Jai?",1
"TMC stands for ?Tushtikaran, Mafia and Corruption?, says Nirmala Sitharaman - The Economic Times Video | ET Now https://t.co/6K8SbkX0Mk",1
"RT @DilipGhoshBJP: From Public Meeting at Kharagpur with special presence of Srmt. @nsitharaman 

#AbkiBaarPhirModiSarkar https://t.co/1uV4?",1
"Today in Jhargram, at the Gopiballavpur Jatra Maidan, received the affection &amp; blessings of Santali-s. They braved? https://t.co/OBuyvc0OYC",1
"Campaign for Dr.Kunar Hembram in Jhargram in West Bengal. Despite the heat &amp; humidity, the response is overwhelming? https://t.co/7wapXOoXQi",1
"RT @anirbanganguly: Didi will not do good, she will not let Modi ji do good, she refuses Ayushman Bharat benefit,she refuses it because it?",1
RT @anirbanganguly: The only Poriborton that has happened in #WestBengal is for Didi's parivaar... The syndicate is sucking the lifeblood o?,1
"RT @nsitharamanfan: Smt @nsitharaman addresses a huge gathering at Kharagpur in Medinipur Lok Sabha constituency, West Bengal. Shri @DilipG?",1
"RT @nsitharamanfan: Smt @nsitharaman addresses a massive gathering in Jhargram, West Bengal. Dr Kunar Hembram is BJP's Lok Sabha candidate?",1
"RT @timesofindia: ?On the ground, Balakot airstrikes are striking a chord with people?

Defence minister @nsitharaman speaks to TOI on Indi?",1
RT @indiannavy: The primacy of the Carrier Battle Group (CBG) in maritime operations and its ability to shape the battle space very evident?,1
RT @indiannavy: A strong Navy remains a necessary guarantor of India's Security and Prosperity - Naval Commanders Conference kickstarts at?,1
RT @SpokespersonMoD: Naval Cdrs Conference. @DefenceMinIndia urges Navy to lead the Military in  capturing the 'Spirit of Indigenisation'.?,1
RT @iamsunnydeol: Thanks a lot @BJP4India @narendramodi ji @AmitShah ji @Ramlal ji @PiyushGoyal ji @nsitharaman ji @CaptAbhimanyu ji @amitm?,1
RT @DefenceMinIndia: Smt @nsitharaman addresses the officers of the Indian Navy at the Naval Commanders' Conference in New Delhi. https://t?,1
RT @DefenceMinIndia: Smt @nsitharaman interacts with the officers of Indian Navy at the Naval Commanders' Conference in New Delhi. Indian N?,1
RT @arunjaitley: Credibility of Rahul Gandhi in public space has gone further down with his regret. https://t.co/kEP9uN3OSc,1
RT @arunjaitley: Why Mr P Chidambaram is siding with Pakistan by asking India to change its behaviour? Should we remain victim of terrorism?,1
RT @BJP4India: Shri Rahul Gandhi has lost his credibility after he expressed regret over his remarks on the Supreme Court's order in the Ra?,1
"RT @BJPLive: Press Conference by Smt. @nsitharaman at BJP Head Office, New Delhi. Watch at https://t.co/De7XqcmvwP #BharatBoleNaMoNaMo http?",1
"RT @BTVI: Defence Minister @nsitharaman: Does @INCIndia Want Us To Stop Taking Action On Terrorism?

Congress Party Needs To Clarify On The?",1
"RT @TimesNow: He(Rahul Gandhi) has taken a politically convenient argument: Union Minister @nsitharaman, on Rahul Gandhi expressing 'regret?",1
RT @p_sahibsingh: Thank you everyone for joining today in Nomination Filing Roadshow. Special thanks to Honourable @nsitharaman ji for bles?,1
RT @nsitharamanfan: Smt @nsitharaman takes part in a road show in West Delhi parliamentary constituency. Shri @p_sahibsingh is BJP's Lok Sa?,1
"RT @AmitShah: Anguished to learn about the loss of lives in a stampede at a temple near Thuraiyur, Tamil Nadu. I offer my deepest condolenc?",1
RT @narendramodi: An ex- gratia of Rs 2 lakh each for the next of kin of those who passed away has been approved from the PM?s National Rel?,1
"RT @narendramodi: Saddened by the loss of lives due to the stampede at a temple in Thuraiyur, Trichy. My condolences to the families of tho?",1
"RT @nsitharamanfan: Smt @nsitharaman addresses a massive gathering at Kasargod, Kerala. Shri Raveesh Thantri Kuntar is BJP's Lok Sabha cand?",1
Saddened by the terror attacks in #SriLanka. Condolences to those who?ve lost family members/friends. Hope the inju? https://t.co/j9gFNugY3x,1
RT @IndiainSL: Explosions have been reported in Colombo and Batticaloa today. We are closely monitoring the situation. Indian citizens in n?,1
"RT @nsitharamanfan: Smt @nsitharaman addresses a huge crowd in Vadakara, Kerala. Shri V.K. Sajeevan is BJP's candidate from Vadakara parlia?",1
RT @arunjaitley: Deeply saddened by the bomb blasts in #Colombo #SriLanka and killing of innocent people there. Such ghastly acts of violen?,1
RT @rashtrapatibhvn: India condemns the terror attacks in Sri Lanka and offers its condolences to the people and government of the country.?,1
RT @narendramodi: Strongly condemn the horrific blasts in Sri Lanka. There is no place for such barbarism in our region. India stands in so?,1
RT @nsitharamanfan: Crowd in Wayanad shouting 'Bharat Mata ki Jai'. https://t.co/vQao8ruslH,1
RT @nsitharamanfan: Smt @nsitharaman takes part in a road show in Wayanad and addresses a massive gathering. Shri Tushar Vellapally is NDA'?,1
"RT @arunjaitley: The direction of 2019 General Election is clear. The centre-stage is occupied by the BJP. In terms of leadership &amp; agenda,?",1
"RT @arunjaitley: A major factor visible after two phases of elections is that for a large part of electorate, Prime Minister Modi appears t?",1
RT @arunjaitley: In the 2019 general elections PM @narendramodi ji is riding on TINA factor strengthened by his impeccable governance in th?,1
RT @arunjaitley: Will 2019 Witness the Dynasty as a Liability on the Congress Party?    https://t.co/hwM2tVaEPC,1
"Comprehensive. @PMOIndia @narendramodi answers questions on Demonetisation, People?s response 2014 Vs 2019, Cong th? https://t.co/SBCB9TDolm",1
"RT @BJP4India: Can any country in the world be a dharamshala? Is there any country in the which doesn?t have register of citizens. 

Questi?",1
"RT @TimesNow: We have made a new law that empowers us to seize the properties of those who have fled the country: PM @narendramodi, in conv?",1
"RT @TimesNow: When the code of conduct kicks in during election, all machinery is run by the Election Commission. We don't have any provisi?",1
"RT @TimesNow: For the Congress party, defence deals have been an ATM. And in every defence deal, there is some scam or the other: PM @naren?",1
"RT @narendramodi: Watch my interview with @TimesNow at 9 this evening. 

Have shared my thoughts on a wide range of contemporary issues. #P?",1
In Bengaluru to do my duty as a citizen of India - shall vote today in Bengaluru South.,1
"RT @JoaoCravinho: Delighted to meet again with Smt @nsitharaman, though for the first time as Defence Ministers. Thank you for such an agre?",1
"Happy to receive the Defence Minister of Portugal, HE @JoaoCravinho. The bilateral meeting was comprehensive; we ag? https://t.co/4CYOI72srL",1
RT @dpradhanbjp: PM  @narendramodi addressed a massive gathering at @BJP4Odisha?s #VijaySankalpSabha in Bhubaneshwar today &amp; appealed to th?,1
RT @dpradhanbjp: The massive trust on PM Shri @narendramodi?s leadership will ensure that the current hurdles to Odisha's development are v?,1
"Yesterday after addressing a public meeting in Karwar, with Hon CM of Goa @DrPramodPSawant, @AnantkumarH, MP repres? https://t.co/3NoPYk2Nri",1
"RT @nsitharamanfan: Smt @nsitharaman addresses a massive gathering in Kannur, Kerala.  Shri CK Padmanabhan is BJP's candidate from Kannur L?",1
"RT @nsitharamanfan: Smt @nsitharaman visits the War Memorial at Kannur, Kerala and pays tribute to martyrs. https://t.co/bzyQK8FVpc",1
RT @narendramodi: Watch my interview to @DDNewsLive &amp; @rajyasabhatv on a wide range of issues. https://t.co/psCu7BlUsr,1
"RT @nsitharamanfan: Smt @nsitharaman addresses a huge gathering at Attingal, Kerala and seeks support for Smt Shobha Surendran, BJP's candi?",1
"RT @nsitharamanfan: Smt @nsitharaman takes part in a road show in Thiruvananthapuram, in support of Shri @Kummanam, BJP's candidate from Th?",1
RT @TimesNow: Rahul Gandhi can't digest the fact that the Defence Ministry can function without middlemen: Defence Minister @nsitharaman to?,1
The Shivamogga gathering of women - some pictures. @BJP4India @BYRBJP #PhirEkBaarModiSarkar #MattommeModiSarkara https://t.co/P2Xm0ecGKX,1
"After door-to-door campaign in Bengaluru South, rallies in Chikballapur and in Tumakuru yesterday, today addressed? https://t.co/WJkkj4lpQ1",1
"RT @arunjaitley: To manufacture a Court order for a political propaganda is a new low for Rahul Gandhi.  The lower he sinks, the higher we?",1
RT @arunjaitley: Dynasts are also subject to the Supreme Court.  Indian democracy does not permit them to rewrite Court orders.,1
"RT @arunjaitley: In Rahul Gandhi?s politics, the Right to Free Speech includes the Right to Falsehood.",1
RT @arunjaitley: Truth holds together.  Falsehood falls apart.  Rahul Gandhi needs to learn this preliminary lesson of public discourse.,1
"RT @arunjaitley: This challenge of Kashmir &amp; terrorism can obviously be resolved with a fresh approach which is firm against terror, determ?",1
RT @arunjaitley: An important question before the country is ? who is best suited to handle the issue of Jammu &amp; Kashmir and terrorism?  It?,1
RT @arunjaitley: The NDA supported in good faith a regime of the mainstream party in the State. But PDP remained in the clutches of Jamaat-?,1
RT @arunjaitley: The separatists virtually took-over the State in 1989-90 leading to a virtual civil disobedience. Atrocities were practice?,1
"RT @arunjaitley: The NC-Congress relationship was a paradox. From total trust in Sheikh Sahab to his arrest in 1953, from his reinstallatio?",1
"RT @arunjaitley: Instead of working for total integration, the party wanted a loose &amp; liberal constitutional arrangement with Articles 370?",1
RT @arunjaitley: The Congress Party is identified with the creation of the problem itself.  When Pakistan did not reconcile to Kashmir bein?,1
"RT @arunjaitley: Thus the most important issue which, confronts India in the short, medium and even the long run, is how do we handle the S?",1
RT @arunjaitley: What is happening in the State of J&amp;K and terrorism? Where does India stand on the issue of national security &amp; terror? Ho?,1
RT @arunjaitley: National security &amp; terrorism are the most important issues which concern India in the long run. All other ?real issues?/c?,1
RT @arunjaitley: Opposition parties believe that national security and terrorism related issues should not be matters of electoral debate a?,1
Following on the campaign trail from Bengaluru to Shivamogga was @TimesNow. At Shivamogga addressed an all women ga? https://t.co/PudCizPoUm,1
"Along with Hon. CM of Goa @DrPramodPSawant at a rally in Karwar, campaigning for @AnantkumarH. Winning this time he? https://t.co/UmlAaTmjnF",1
"RT @nsitharamanfan: Smt @nsitharaman addresses a massive crowd at the Women Convention in Shimoga, and seeks support for Shri BY Raghavendr?",1
"RT @arunjaitley: Why Jammu and Kashmir, and New Approach to Terrorism will Remain a Key Political Issue   https://t.co/b2weXPnbLs",1
RT @vinayakmuroor: It was really a proud experience to interview our defence Minister @nsitharaman for #Hosadigantha https://t.co/M5oc2gqkRC,1
"RT @rajeshpadmar: Defence Minister Smt Nirmala Sitharaman @nsitharaman addressed housefull audience of Public Intellectuals, Educationists,?",1
"RT @nsitharamanfan: Smt @nsitharaman meets
Pujya Swamis of Basavanna Devara Matha of Nelamangala, Bengaluru Rural district and seeks  bless?",1
"RT @nsitharamanfan: Smt @nsitharaman addresses the gathering at Sri Basaveshwara 
Women?s College, Nelamangal, Bengaluru Rural https://t.co?",1
"RT @nsitharamanfan: Smt @nsitharaman addresses an interactive session with Academicians, Public Intellectuals, Students, Young Thinkers at?",1
"RT @rajeshpadmar: Defence Minister Smt Nirmala Sitharaman @nsitharaman addressed a large gathering of Public Intellectuals, Professionals,?",1
"RT @rajeshpadmar: Defence Minister Smt Nirmala Sitharaman @nsitharaman ji offered floral tributes to Dr BR Ambedkar, addressed in the occas?",1
"RT @nsitharamanfan: Smt @nsitharaman takes part in the Maha Sampark Abhiyan in JP Nagar, Bengaluru and seeks votes for Shri @Tejasvi_Surya,?",1
"RT @nsitharamanfan: Smt @nsitharaman addresses and interacts with students and citizens at SJR college in Bengaluru, Karnataka. https://t.c?",1
"RT @nsitharamanfan: Smt @nsitharaman pays floral tribute to Dr B.R. Ambedkar on the occasion of Ambedkar Jayanti in Bengaluru, Karnataka. h?",1
RT @SpokespersonMoD: Connections drawn between The Tax issue and The Rafale matter is totally inaccurate https://t.co/X8V3sYZbq2 @nsitharam?,1
?...mischievous attempt to disinform.? #Rafale  https://t.co/EKoVBmwZae,1
"RT @nsitharamanfan: Shri Raam, Devi Sita and Shri Lakshman returnig Ayodhya,  original copy of the Constitution of India, Part 3, Fundament?",1
"RT @arunjaitley: To oust a popular govt. an extremely popular Prime Minister, you need real issues not fictional ones. The Opposition waste?",1
RT @arunjaitley: The BJP &amp; its allies are speaking directly to the people. Crores of campaigners are carrying the message of the party &amp; th?,1
@AdityaRajKaul Happy birthday Aditya. Have a great day. Wish you have a successful career and a happy long life.,1
RT @arunjaitley: First phase of 2019 parliamentary polls got over &amp; the ?Modi? factor was writ large across the country. Opposition parties?,1
"RT @arunjaitley: The Signature Campaign Propaganda proved to be terrible for the Congress party as many of academics, economists, artistes,?",1
"RT @arunjaitley: One day the focus would be on the BJP candidate?s educational qualification, fully forgetting that a public audit of Rahul?",1
RT @arunjaitley: India?s Opposition is on a ?Rent a Cause? Campaign   https://t.co/IYFUVl8dl7,1
?BJP manifesto gets it right on water.? Economic Times                     #NewIndia ?@BJP4India? #sankalppatra? https://t.co/psXSmqcPO1,1
"RT @rashtrapatibhvn: A 100 years ago today, our beloved freedom fighters were martyred at Jallianwala Bagh. A horrific massacre, a stain on?",1
"@TRILOKHNATH Good News, thanks.",1
Congratulations @PMOIndia @narendramodi . Thanks #Russia for this recognition and appreciation of our @PMOIndia?s? https://t.co/dGZNYklaPB,1
"Nirmala Sitharaman: ?Pakistan needed 40 days to take journalists (to Balakot)? they can whitewash? | India News, Th? https://t.co/HnGkvM9ufs",1
Exclusive |?Balakot an intel-based pre-emptive strike?: Nirmala Sitharaman | india news | Hindustan Times https://t.co/9HhJXvx1eK,1
Roger Scruton: An apology for thinking | Coffee House https://t.co/X6GRP9rHa2,1
"RT @ruchirsharma_1: With the #IndianElections2019 starting today, allow me to present my Magnum Opus in @swarajyamag, busting every myth an?",1
RT @anirbanganguly: Glimpses of the just concluded outreach across districts of North Bengal... with the narrative of #WestBengal in #NewIn?,1
RT @AdityaRajKaul: Exclusive interview with India?s Defence Minister @nsitharaman on @BTVI at 7pm &amp; 9pm. Calling Pak FM comments ?ridiculou?,1
"Attended @IAF_MCC Commanders? Conference. Proud of being among the best, highly motivating protectors of India.? https://t.co/HUBozljIbB",1
"RT @arunjaitley: Similarly in Madhya Pradesh, an institutional mechanism has been created where money that is meant for development &amp; socia?",1
RT @arunjaitley: In the public space evidence has come from Karnataka where allocations made to the PWD for public welfare were being round?,1
"RT @arunjaitley: Regrettably, none of the two State Governments have replied to the allegations on merits. An argument is being given by th?",1
"RT @arunjaitley: There could be no bigger hypocrisy than this that those inflicting injustice on poor children, pregnant women &amp; economical?",1
"Sorry to hear of the demise of Shri Bhima Mandavi, a senior member of @BJP4India &amp; MLA, in an attack by the Maoists? https://t.co/lKcBPcB9um",1
"RT @dharmadispatch: We must vote only for @narendramodi's splendid leadership. After more than 60 years, we have got such a towering leader?",1
RT @news18dotcom: ?The government must have the power to protect its armed forces. Only then will they have the morale to fight. Revoking A?,1
"RT @arunjaitley: People will give opportunity to an honest, credible &amp; high performing government of @narendramodi ji &amp; not to those who fa?",1
"RT @rashtrapatibhvn: Honoured to visit the National War Memorial in New Delhi. The memorial salutes thousands of brave soldiers, who fought?",1
RT @rashtrapatibhvn: Watch LIVE as President Kovind visits National War Memorial in New Delhi https://t.co/ivrzQgPv7q,1
@TSM979 @Ibne_Sena @HMOIndia @rajnathsingh @narendramodi @rammadhavbjp Thanks for drawing this to my notice. @DefenceMinIndia,1
RT @narendramodi: Amazing enthusiasm! Hats off to the people who joined these programmes in Chennai and Hyderabad. Such efforts are deeply?,1
"RT @ChinarcorpsIA: ""Last year more than 250 terrorists were eliminated, this year the figure is around 70 so far. Jaish leadership has been?",1
Beautifully and simply captures what the past five years saw happen in India. ?Chalo Phir Ek Baar Modi Sarkar Banat? https://t.co/upgKZkouOD,1
"RT @nsitharamanfan: On the occassion of @BJP4India's 39th Foundation Day, Smt @nsitharaman addresses the BJP karyakartas, supporters &amp;  ex-?",1
"On the Foundation Day of @BJP4India, I pay my respects to Pt. Deendayal Upadhyaya and Shri. Syama Prasad Mookerjee.? https://t.co/8Ekgp3reE2",1
Greetings on Ugadi. May this new year ?Vikari? bring prosperity and contentment to all.,1
"RT @narendramodi: Had an extensive interview with @abpnewstv. Questions ranged from politics, security, economy and polls. https://t.co/Xto?",1
"RT @dharmadispatch: In the 15th and CONCLUDING PART, Dr. S.L. Bhyrappa says that @NarendraModi Should be Given 3 More Terms to Fully Wipe O?",1
RT @arunjaitley: Alphabet ?Q? appeared in Martin Ardbo?s diary in the Bofors Case with a comment that ?Q? must be protected at all cost. It?,1
"RT @arunjaitley: The Right to Silence is available to an accused, not to a Prime Ministerial aspirant.",1
"RT @arunjaitley: How come every time there is a controversial defence deal and evidence is collected, names close to the Congress Party?s f?",1
"RT @arunjaitley: Arguments of probity in the public space demand more answers. ?Are ?RG?, ?AP? and ?FAM? fictional characters or were they?",1
RT @arunjaitley: There is an erroneous belief among Indian politicians that a?diary is never admissible as evidence. A diary constitutes an?,1
RT @arunjaitley: Rahul Gandhi talks on several subjects without even having?a nodding acquaintance with it. He makes wild and unsubstantiat?,1
"RT @arunjaitley: Who are ?RG?, ?AP? and ?FAM??   https://t.co/ynEJAlaiHP",1
@MohamedBinZayed Thank you Your Highness for recognising the contribution made by our @PMOIndia @narendramodi .Cong? https://t.co/2zH2suQcVn,1
"RT @narendramodi: Thank you, Your Highness Mohamed bin Zayed Al Nahyan. 

I accept this honour with utmost humility. 

Under your visionary?",1
"RT @arunjaitley: Congress manifesto contains suggestions on media, each one of which, will regulate, restrict free journalism &amp; otherwise m?",1
"RT @arunjaitley: The concept of cross media holding stands demolished with the advent of technology, How is public interest advanced that i?",1
RT @arunjaitley: The legislation proposed by the Congress in its 2019 manifesto to curb media freedom is ill advised as no restriction in A?,1
RT @arunjaitley: It may be mentioned that the gentleman who drafted the manifesto is the same who had drafted the ill-fated Defamation Bill?,1
"RT @arunjaitley: It must be borne in mind that Indiraji, during the Emergency, had revoked the Press Council Act and abolished the Press Co?",1
"RT @arunjaitley: The latest being the Congress manifesto 2019 which plans to destroy Institutions 
&amp; help Terrorists. It promises legislati?",1
RT @arunjaitley: Curtailing press freedom has been tradition of Nehru-Gandhi family. Indiraji?s passionate dislike for free media was well-?,1
RT @arunjaitley: Congress Manifesto 2019 ? A Freedom to Destroy Institutions and Help Terrorists https://t.co/87fG6QtOjR,1
"RT @anirbanganguly: Sri Aurobindo reached Pondicherry on this day (4th April) in 1910... 

His words and vision of India's rise and role in?",1
"RT @arunjaitley: Lt. General D.S. Hooda submitted his report to the Congress President on 31st March, 2019. Had any of the objected suggest?",1
"RT @BJPLive: Our govt has removed the AFSPA from many states when it deemed it fit. A govt just can't remove it, as stated in the Congress?",1
"Congress wants to dilute the AFSPA, limit powers of a District Magistrate and remove Sedition law. - YouTube https://t.co/wNA5yLUDy1",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the  status of their promises in?",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the  status of their promises in?",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the  status of their promises in?",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the  status of their promises in?",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the  status of their promises in?",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the  status of their promises in?",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the status of their promises in?",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the  status of their promises in?",1
"RT @the_truepicture: #CongressManifesto released today makes a lot of promises. In this thread, we examine the  status of their promises in?",1
RT @arunjaitley: The Congress Manifesto undermines national security and has sham and bluff promises with little detailed understanding of?,1
RT @arunjaitley: The Congress is the principal creator of the J&amp;K problem. It created a special status; it unconstitutionally brought in Ar?,1
"RT @arunjaitley: Congress Manifesto promises Single Rate GST. This effectively means that luxury items, Aam Aadmi commodities, and food ite?",1
"RT @arunjaitley: Nyay, in the Manifesto, has now become a joint scheme of Central &amp; the State govts. thereby diluting the initial announcem?",1
RT @arunjaitley: 2019 Congress Manifesto is a Charter to Weaken India. After reading Congress Manifesto my worst fears have come true. The?,1
RT @arunjaitley: The Congress Manifesto 2019 ? A Charter to Weaken India      https://t.co/PFNq97qyYk,1
"RT @arunjaitley: The record collection in March, 2019 of the GST touching ?1,06,577 crore indicates the expansion in both manufacturing and?",1
RT @CNNnews18: We promise to give a totally corruption free govt: Defence Minister Nirmala Sitharaman (@nsitharaman) tells @maryashakil on?,1
RT @CNNnews18: #News18AgendaIndia -Such announcements have been happening since Indira Gandhi's tenure : @AmitShah on #MissionShakti. https?,1
RT @CNNnews18: #News18AgendaIndia -- Good luck to @RahulGandhi and @INCIndia to contest from Wayand. Prakash Karat has already said that th?,1
"RT @CNNnews18: After the #PulwamaTerrorAttack the group sitting Pakistan claimed it, but the Pak govt didn?t own up: Defence Minister Nirma?",1
"RT @CNNnews18: #News18AgendaIndia - @INCIndia says they have eradicated poverty, then they don't require the NYAY scheme: Defence Minister?",1
RT @CNNnews18: Pakistan is a habitual  breaker of law: Defence Minister Nirmala Sitharaman (@nsitharaman) tells @maryashakil on #News18Agen?,1
RT @CNNnews18: #News18AgendaIndia -- Good luck to @RahulGandhi and @INCIndia to contest from Wayand. Prakash Karat has already said that th?,1
RT @CNNnews18: #News18AgendaIndia - Ill-informed prejudice if people call me a figurehead: Defence Minister Nirmala Sitharaman (@nsitharama?,1
"RT @CNNnews18: #News18AgendaIndia  - I think being fully present and aware while doing your job is important, my gender shouldn?t matter th?",1
RT @CNNnews18: Very fortunate to be in this position. Every emotion is involved in this job: Defence Minister Nirmala Sitharaman (@nsithara?,1
"RT @CNNnews18: .@INCIndia says they have eradicated poverty, then they don't require the NYAY scheme: Defence Minister Nirmala Sitharaman (?",1
RT @CNNnews18: Any ministry can be held by both male and female: Defence Minister Nirmala Sitharaman (@nsitharaman) tells @maryashakil on #?,1
RT @CNNnews18: Any Ministry can be held by a male or a female. Even the Women and Child Welfare shouldn?t be reserved for women alone: Defe?,1
RT @CNNnews18: Ill-informed prejudice if people call me a figurehead: Defence Minister Nirmala Sitharaman (@nsitharaman) tells @maryashakil?,1
RT @shreyadhoundial: Why sld the @BJP4India not take credit for showing decisive leadership says RM @nsitharaman at #AgendaIndia @CNNnews18?,1
RT @CNNnews18: Any Ministry can be held by a male or a female. Even the Women and Child Welfare shouldn?t be reserved for women alone: Defe?,1
"RT @CNNnews18: I think being fully present and aware while doing your job is important, my gender shouldn?t matter there: Defence Minister?",1
RT @CNNnews18: Any ministry can be held by both male and female: Defence Minister Nirmala Sitharaman (@nsitharaman) tells @maryashakil on #?,1
RT @CNNnews18: Very fortunate to be in this position. Every emotion is involved in this job: Defence Minister Nirmala Sitharaman (@nsithara?,1
"Honouring the announcement made by Hon'ble PM on August 15, 2018, On Jan 18, 2019 MoD took the decision to induct w? https://t.co/GvQKCKWnFT",1
Smt @nsitharaman addresses the officers of the Indian Navy at the Naval Commanders' Conference in New Delhi. https://t.co/bsUDu79v78,1
Smt @nsitharaman interacts with the officers of Indian Navy at the Naval Commanders' Conference in New Delhi. India? https://t.co/E2T82ZdhiB,1
"Strengthening Indo-Portuguese defence ties; Smt @nsitharaman in a bilateral meeting with Mr @JoaoCravinho, Hon'ble? https://t.co/FBR9c6agNB",1
"Smt @nsitharaman welcomes Mr @JoaoCravinho, Hon'ble Defence Minister of Portugal to South Block, New Delhi.? https://t.co/qZDct1K1bk",1
"RT @nsitharaman: Attended @IAF_MCC Commanders? Conference. Proud of being among the best, highly motivating protectors of India. @DefenceMi?",1
Smt @nsitharaman addresses and interacts with the officers of the Indian Air Force at the Air Force Commanders' Con? https://t.co/FFYpoopd7e,1
"Hon?ble President of India, Shri Ramnath Kovind @rashtrapatibhvn , along with Smt @nsitharaman and the three Servic? https://t.co/D78xp8A2xH",1
"RT @narendramodi: #MissionShakti is special for 2 reasons:
(1) India is only the 4th country to acquire such a specialised &amp; modern capabil?",1
"RT @narendramodi: #MissionShakti was a highly complex one, conducted at extremely high speed with remarkable precision. It shows the remark?",1
RT @narendramodi: An important message to the nation. Watch. https://t.co/0LEOATgOOQ,1
RT @narendramodi: In the journey of every nation there are moments that bring utmost pride and have a historic impact on generations to com?,1
"Dr Pramod Sawant, Hon'ble Chief Minister of Goa calls on Smt @nsitharaman https://t.co/vCBkogUmtQ",1
Smt @nsitharaman pays her last respects to Late Shri Manohar Parrikar in Goa. https://t.co/1XDgQNyrrc,1
"At the Investiture Ceremony at Rashtrapati Bhavan where Hon'ble President of India, Shri Ram Nath Kovind presented? https://t.co/eMGlvKa9Hn",1
"RT @IndiaToday: At #AajTakSurakshaSabha Defence Minister @nsitharaman tells ""How is the Josh""  #ITLivestream https://t.co/N7gL19MTWk",1
Women Empowerment in Defence: Increased benefits for mothers in the armed forces. #NewIndia4Narishakti? https://t.co/tnloY7tOJ9,1
"For the first time ever, an all women crew of the Indian Navy circumnavigated the globe on the sailing vessel, INSV? https://t.co/SnbCD5RfrU",1
Women Empowerment in Defence: Roles that women were not eligible for earlier in the Indian Navy are now being opene? https://t.co/XNzXTNYAgf,1
Women Empowerment in Defence: Women are now fighter pilots in the Indian Air Force. #NewIndia4Narishakti? https://t.co/9zikRdXH8T,1
Women Empowerment in Defence: Women will be inducted in Corps of Military Police below officer ranks. including ope? https://t.co/TiagNV357I,1
Women Empowerment in Defence: Women are now eligible for Permanent Commission in 10 branches. #NewIndia4Narishakti? https://t.co/m4id4Jm7d1,1
Smt @nsitharaman addresses the audience at the event. https://t.co/24Bi6N7Vng,1
Smt @nsitharaman lights the ceremonial lamp at the handing over of properties from Defence Ministry to BBMP and fou? https://t.co/j1pbWgPSzW,1
Smt @nsitharaman lays the foundation stone for 12 infrastructural projects at DJ Halli in Bengaluru. Shri? https://t.co/8lzJVq2Qo7,1
*Correction: Rippon Building,1
